NameId,Text,nid,Level_Text,Negetive,Neutral,Positive,bully
aladiesmasseur,unshap bra let fall floor,1,"['unshap', 'bra', 'let', 'fall', 'floor']",0.0,1.0,0.0,0
aladiesmasseur,smile lay face,1,"['smile', 'lay', 'face']",0.0,0.444,0.556,0
aladiesmasseur,guy ever jackt front,1,"['guy', 'ever', 'jackt', 'front']",0.0,1.0,0.0,0
baby_breana,omg,0,['omg'],0.0,1.0,0.0,0
aladiesmasseur,would like see sometime,1,"['would', 'like', 'see', 'sometime']",0.0,0.545,0.455,0
baby_breana,dunno,0,['dunno'],0.0,1.0,0.0,0
baby_breana,r sending pic suddenly file tranfer notice,0,"['r', 'sending', 'pic', 'suddenly', 'file', 'tranfer', 'notice']",0.0,1.0,0.0,0
aladiesmasseur,yes want,1,"['yes', 'want']",0.0,0.0,1.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,surprise always take,1,"['surprise', 'always', 'take']",0.0,0.488,0.512,0
baby_breana,ok,0,['ok'],0.0,0.0,1.0,0
baby_breana,omg child porn,0,"['omg', 'child', 'porn']",0.0,1.0,0.0,0
aladiesmasseur,girl age sucking two guy dick,1,"['girl', 'age', 'sucking', 'two', 'guy', 'dick']",0.398,0.602,0.0,1
baby_breana,omg,0,['omg'],0.0,1.0,0.0,0
baby_breana,take pic,0,"['take', 'pic']",0.0,1.0,0.0,0
aladiesmasseur,sent,1,['sent'],0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,girl long ago,1,"['girl', 'long', 'ago']",0.0,1.0,0.0,0
aladiesmasseur,would let strip naked massage time placed phone call nc3tf,1,"['would', 'let', 'strip', 'naked', 'massage', 'time', 'placed', 'phone', 'call', 'nc3tf']",0.0,1.0,0.0,0
baby_breana,um maybe r massage naked,0,"['um', 'maybe', 'r', 'massage', 'naked']",0.0,1.0,0.0,0
aladiesmasseur,lady want,1,"['lady', 'want']",0.0,0.435,0.565,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,say,1,['say'],0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,would like,1,"['would', 'like']",0.0,0.286,0.714,0
baby_breana,dunno r relly gon na give massege,0,"['dunno', 'r', 'relly', 'gon', 'na', 'give', 'massege']",0.0,1.0,0.0,0
aladiesmasseur,want one would want,1,"['want', 'one', 'would', 'want']",0.0,0.435,0.565,0
baby_breana,huh,0,['huh'],0.0,1.0,0.0,0
aladiesmasseur,place motel park,1,"['place', 'motel', 'park']",0.0,1.0,0.0,0
baby_breana,like could come Your house give,0,"['like', 'could', 'come', 'Your', 'house', 'give']",0.0,0.667,0.333,0
aladiesmasseur,sometimes one home,1,"['sometimes', 'one', 'home']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,maybe would pour flovered lotion nipple,1,"['maybe', 'would', 'pour', 'flovered', 'lotion', 'nipple']",0.0,1.0,0.0,0
aladiesmasseur,flavored,1,['flavored'],0.0,1.0,0.0,0
baby_breana,relly,0,['relly'],0.0,1.0,0.0,0
aladiesmasseur,use tongue lick,1,"['use', 'tongue', 'lick']",0.0,1.0,0.0,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,nipple hard,1,"['nipple', 'hard']",0.583,0.417,0.0,1
baby_breana,dont think,0,"['dont', 'think']",0.0,1.0,0.0,0
aladiesmasseur,put hand top rub,1,"['put', 'hand', 'top', 'rub']",0.0,0.286,0.714,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,get nipple nice hard,1,"['get', 'nipple', 'nice', 'hard']",0.226,0.323,0.452,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,forget thats ok,1,"['forget', 'thats', 'ok']",0.373,0.196,0.431,1
baby_breana,lol ok dont get,0,"['lol', 'ok', 'dont', 'get']",0.0,0.286,0.714,0
aladiesmasseur,never seen guy cum,1,"['never', 'seen', 'guy', 'cum']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,know tittie fucking,1,"['know', 'tittie', 'fucking']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,guy put hard dick breast go till cum face,1,"['guy', 'put', 'hard', 'dick', 'breast', 'go', 'till', 'cum', 'face']",0.402,0.598,0.0,1
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,would like hand naked body,1,"['would', 'like', 'hand', 'naked', 'body']",0.0,0.345,0.655,0
baby_breana,dunno,0,['dunno'],0.0,1.0,0.0,0
aladiesmasseur,maybe bend leg bury face leg,1,"['maybe', 'bend', 'leg', 'bury', 'face', 'leg']",0.0,1.0,0.0,0
baby_breana,omg serious,0,"['omg', 'serious']",0.565,0.435,0.0,1
aladiesmasseur,would like,1,"['would', 'like']",0.0,0.286,0.714,0
baby_breana,dunno,0,['dunno'],0.0,1.0,0.0,0
aladiesmasseur,maybe finger tight pussy as,1,"['maybe', 'finger', 'tight', 'pussy', 'as']",0.0,1.0,0.0,0
baby_breana,omg,0,['omg'],0.0,1.0,0.0,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,would like jack cum breast,1,"['would', 'like', 'jack', 'cum', 'breast']",0.0,0.615,0.385,0
baby_breana,dunno r relly serious,0,"['dunno', 'r', 'relly', 'serious']",0.394,0.606,0.0,1
aladiesmasseur,could want,1,"['could', 'want']",0.0,0.435,0.565,0
baby_breana,like Your house,0,"['like', 'Your', 'house']",0.0,0.444,0.556,0
aladiesmasseur,yeah maybe take park someplace quite,1,"['yeah', 'maybe', 'take', 'park', 'someplace', 'quite']",0.0,0.694,0.306,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,teach new thing,1,"['teach', 'new', 'thing']",0.0,1.0,0.0,0
baby_breana,like wat park,0,"['like', 'wat', 'park']",0.0,0.444,0.556,0
aladiesmasseur,one zoo could park walk unless want go somewhere else,1,"['one', 'zoo', 'could', 'park', 'walk', 'unless', 'want', 'go', 'somewhere', 'else']",0.0,0.874,0.126,0
baby_breana,like ppl live Your house,0,"['like', 'ppl', 'live', 'Your', 'house']",0.0,0.615,0.385,0
aladiesmasseur,roommate female,1,"['roommate', 'female']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,like girl could join u,1,"['like', 'girl', 'could', 'join', 'u']",0.0,0.299,0.701,0
baby_breana,dunno,0,['dunno'],0.0,1.0,0.0,0
baby_breana,go,0,['go'],0.0,1.0,0.0,0
baby_breana,hi,0,['hi'],0.0,1.0,0.0,0
aladiesmasseur,hello,1,['hello'],0.0,1.0,0.0,0
aladiesmasseur,night,1,['night'],0.0,1.0,0.0,0
baby_breana,ok,0,['ok'],0.0,0.0,1.0,0
aladiesmasseur,cool,1,['cool'],0.0,0.0,1.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,sorry getting away earlier today really,1,"['sorry', 'getting', 'away', 'earlier', 'today', 'really']",0.206,0.794,0.0,1
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,good,1,['good'],0.0,0.0,1.0,0
baby_breana,mean left,0,"['mean', 'left']",0.0,1.0,0.0,0
aladiesmasseur,mean way talkt,1,"['mean', 'way', 'talkt']",0.0,1.0,0.0,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,got call go massage,1,"['got', 'call', 'go', 'massage']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
baby_breana,go park,0,"['go', 'park']",0.0,1.0,0.0,0
aladiesmasseur,went house,1,"['went', 'house']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,ended giving full body massage,1,"['ended', 'giving', 'full', 'body', 'massage']",0.0,0.625,0.375,0
baby_breana,never 1 b4,0,"['never', '1', 'b4']",0.0,1.0,0.0,0
aladiesmasseur,around 36 daughter got watch u,1,"['around', '36', 'daughter', 'got', 'watch', 'u']",0.0,1.0,0.0,0
baby_breana,old dahgter,0,"['old', 'dahgter']",0.0,1.0,0.0,0
aladiesmasseur,14 think,1,"['14', 'think']",0.0,1.0,0.0,0
baby_breana,watch massage,0,"['watch', 'massage']",0.0,1.0,0.0,0
aladiesmasseur,interested ask mom ok,1,"['interested', 'ask', 'mom', 'ok']",0.0,0.29,0.71,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,hot,1,['hot'],0.0,1.0,0.0,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,bro si,1,"['bro', 'si']",0.0,1.0,0.0,0
baby_breana,little bro life dad dad gf,0,"['little', 'bro', 'life', 'dad', 'dad', 'gf']",0.0,1.0,0.0,0
aladiesmasseur,live mom,1,"['live', 'mom']",0.0,1.0,0.0,0
baby_breana,yah,0,['yah'],0.0,1.0,0.0,0
aladiesmasseur,bet mom would like massage way see,1,"['bet', 'mom', 'would', 'like', 'massage', 'way', 'see']",0.0,0.706,0.294,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,reason,1,['reason'],0.0,1.0,0.0,0
baby_breana,see dont get watch massage,0,"['see', 'dont', 'get', 'watch', 'massage']",0.0,1.0,0.0,0
aladiesmasseur,mom home,1,"['mom', 'home']",0.0,1.0,0.0,0
baby_breana,yah shes bed,0,"['yah', 'shes', 'bed']",0.0,1.0,0.0,0
aladiesmasseur,maybe afraid getting one,1,"['maybe', 'afraid', 'getting', 'one']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
baby_breana,girl watched,0,"['girl', 'watched']",0.0,1.0,0.0,0
aladiesmasseur,think,1,['think'],0.0,1.0,0.0,0
aladiesmasseur,even showed place,1,"['even', 'showed', 'place']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
baby_breana,massage 2,0,"['massage', '2']",0.0,1.0,0.0,0
aladiesmasseur,back mom breast,1,"['back', 'mom', 'breast']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,wanted,1,['wanted'],0.0,1.0,0.0,0
baby_breana,omg relly,0,"['omg', 'relly']",0.0,1.0,0.0,0
aladiesmasseur,kept thinking,1,"['kept', 'thinking']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,picturing daughter,1,"['picturing', 'daughter']",0.0,1.0,0.0,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,fun nude,1,"['fun', 'nude']",0.0,0.233,0.767,0
baby_breana,omg way,0,"['omg', 'way']",0.0,1.0,0.0,0
aladiesmasseur,yes mom ask,1,"['yes', 'mom', 'ask']",0.0,0.426,0.574,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,iam told,1,"['iam', 'told']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,mom bring guy home,1,"['mom', 'bring', 'guy', 'home']",0.0,1.0,0.0,0
baby_breana,bf,0,['bf'],0.0,1.0,0.0,0
aladiesmasseur,ok,1,['ok'],0.0,0.0,1.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,asking,1,['asking'],0.0,1.0,0.0,0
baby_breana,ok,0,['ok'],0.0,0.0,1.0,0
aladiesmasseur,wearing,1,['wearing'],0.0,1.0,0.0,0
baby_breana,pjs,0,['pjs'],0.0,1.0,0.0,0
aladiesmasseur,wish could see,1,"['wish', 'could', 'see']",0.0,0.426,0.574,0
baby_breana,dont cam,0,"['dont', 'cam']",0.0,1.0,0.0,0
aladiesmasseur,grade,1,['grade'],0.0,1.0,0.0,0
baby_breana,7,0,['7'],0.0,0.0,0.0,0
aladiesmasseur,cool,1,['cool'],0.0,0.0,1.0,0
baby_breana,sux,0,['sux'],1.0,0.0,0.0,1
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,need someone touch,1,"['need', 'someone', 'touch']",0.0,1.0,0.0,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
baby_breana,wat look like,0,"['wat', 'look', 'like']",0.0,0.444,0.556,0
aladiesmasseur,see profile,1,"['see', 'profile']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,hit contact see profile,1,"['hit', 'contact', 'see', 'profile']",0.0,1.0,0.0,0
baby_breana,ok,0,['ok'],0.0,0.0,1.0,0
baby_breana,omg whats Your nose lol,0,"['omg', 'whats', 'Your', 'nose', 'lol']",0.0,0.588,0.412,0
aladiesmasseur,strapon,1,['strapon'],0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,girl use fuck,1,"['girl', 'use', 'fuck']",0.636,0.364,0.0,1
baby_breana,omg lol,0,"['omg', 'lol']",0.0,0.263,0.737,0
aladiesmasseur,girl ever kisst,1,"['girl', 'ever', 'kisst']",0.0,1.0,0.0,0
baby_breana,Your phone Your prof,0,"['Your', 'phone', 'Your', 'prof']",0.0,1.0,0.0,0
aladiesmasseur,yes,1,['yes'],0.0,0.0,1.0,0
baby_breana,yah kissed girl b4 no1 prank cals lol,0,"['yah', 'kissed', 'girl', 'b4', 'no1', 'prank', 'cals', 'lol']",0.0,0.526,0.474,0
aladiesmasseur,bad call yet like kisst,1,"['bad', 'call', 'yet', 'like', 'kisst']",0.389,0.333,0.278,1
baby_breana,yah ge,0,"['yah', 'ge']",0.0,1.0,0.0,0
aladiesmasseur,would love slide tongue mouth,1,"['would', 'love', 'slide', 'tongue', 'mouth']",0.0,0.488,0.512,0
baby_breana,lol r serius jus playing,0,"['lol', 'r', 'serius', 'jus', 'playing']",0.0,0.303,0.697,0
aladiesmasseur,serious play,1,"['serious', 'play']",0.351,0.0,0.649,1
baby_breana,huh,0,['huh'],0.0,1.0,0.0,0
aladiesmasseur,would like,1,"['would', 'like']",0.0,0.286,0.714,0
aladiesmasseur,serious play,1,"['serious', 'play']",0.351,0.0,0.649,1
baby_breana,dont wan na lied seriuos ge,0,"['dont', 'wan', 'na', 'lied', 'seriuos', 'ge']",0.0,0.696,0.304,0
aladiesmasseur,sound good never lie get nowhere,1,"['sound', 'good', 'never', 'lie', 'get', 'nowhere']",0.0,0.633,0.367,0
baby_breana,saw massage table costco 1 time,0,"['saw', 'massage', 'table', 'costco', '1', 'time']",0.0,1.0,0.0,0
aladiesmasseur,one padded like bed floor better,1,"['one', 'padded', 'like', 'bed', 'floor', 'better']",0.0,0.426,0.574,0
baby_breana,floor,0,['floor'],0.0,1.0,0.0,0
aladiesmasseur,yeah fun plus work real good,1,"['yeah', 'fun', 'plus', 'work', 'real', 'good']",0.0,0.263,0.737,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,love meet park sometimes park,1,"['love', 'meet', 'park', 'sometimes', 'park']",0.0,0.488,0.512,0
baby_breana,massage park,0,"['massage', 'park']",0.0,1.0,0.0,0
aladiesmasseur,really ca nt make feel good,1,"['really', 'ca', 'nt', 'make', 'feel', 'good']",0.0,0.633,0.367,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,lean againest tree kiss long time,1,"['lean', 'againest', 'tree', 'kiss', 'long', 'time']",0.0,0.641,0.359,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,put hand top,1,"['put', 'hand', 'top']",0.0,0.167,0.833,0
baby_breana,park,0,['park'],0.0,1.0,0.0,0
aladiesmasseur,yeah one would see,1,"['yeah', 'one', 'would', 'see']",0.0,0.577,0.423,0
baby_breana,r sure,0,"['r', 'sure']",0.0,0.0,1.0,0
aladiesmasseur,yes,1,['yes'],0.0,0.0,1.0,0
aladiesmasseur,would show,1,"['would', 'show']",0.0,1.0,0.0,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
magicfingez,want,2,['want'],0.0,0.0,1.0,0
baby_breana,umm,0,['umm'],0.0,1.0,0.0,0
baby_breana,changed name,0,"['changed', 'name']",0.0,1.0,0.0,0
baby_breana,2 name,0,"['2', 'name']",0.0,1.0,0.0,0
aladiesmasseur,one person also night think,1,"['one', 'person', 'also', 'night', 'think']",0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
baby_breana,sent message diff name,0,"['sent', 'message', 'diff', 'name']",0.0,1.0,0.0,0
aladiesmasseur,use computer magicfingez know,1,"['use', 'computer', 'magicfingez', 'know']",0.0,1.0,0.0,0
baby_breana,yah lol,0,"['yah', 'lol']",0.0,0.263,0.737,0
aladiesmasseur,maybe hit wrong button using name married apparently knew,1,"['maybe', 'hit', 'wrong', 'button', 'using', 'name', 'married', 'apparently', 'knew']",0.279,0.721,0.0,1
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,nt know,1,"['nt', 'know']",0.0,1.0,0.0,0
baby_breana,eether name yah,0,"['eether', 'name', 'yah']",0.0,1.0,0.0,0
aladiesmasseur,sorry believe,1,"['sorry', 'believe']",0.565,0.435,0.0,1
baby_breana,said r talkin,0,"['said', 'r', 'talkin']",0.0,1.0,0.0,0
aladiesmasseur,ok,1,['ok'],0.0,0.0,1.0,0
aladiesmasseur,would love take photo sometime,1,"['would', 'love', 'take', 'photo', 'sometime']",0.0,0.488,0.512,0
baby_breana,relly,0,['relly'],0.0,1.0,0.0,0
aladiesmasseur,maybe sexy one,1,"['maybe', 'sexy', 'one']",0.0,0.37,0.63,0
baby_breana,lol i am sexy tho,0,"['lol', 'i am', 'sexy', 'tho']",0.0,0.244,0.756,0
aladiesmasseur,yes,1,['yes'],0.0,0.0,1.0,0
baby_breana,aww lol,0,"['aww', 'lol']",0.0,0.263,0.737,0
aladiesmasseur,get lingerie,1,"['get', 'lingerie']",0.0,1.0,0.0,0
baby_breana,umm park,0,"['umm', 'park']",0.0,1.0,0.0,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,,1,[],0.0,0.0,0.0,0
aladiesmasseur,maybe go hot tub,1,"['maybe', 'go', 'hot', 'tub']",0.0,1.0,0.0,0
baby_breana,wheres,0,['wheres'],0.0,1.0,0.0,0
aladiesmasseur,arcata,1,['arcata'],0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,get naked,1,"['get', 'naked']",0.0,1.0,0.0,0
baby_breana,lol never took hot tub naked,0,"['lol', 'never', 'took', 'hot', 'tub', 'naked']",0.0,0.641,0.359,0
aladiesmasseur,fun,1,['fun'],0.0,0.0,1.0,0
baby_breana,go alot,0,"['go', 'alot']",0.0,1.0,0.0,0
aladiesmasseur,much,1,['much'],0.0,1.0,0.0,0
baby_breana,,0,[],0.0,0.0,0.0,0
aladiesmasseur,maybe eat,1,"['maybe', 'eat']",0.0,1.0,0.0,0
baby_breana,omg lol,0,"['omg', 'lol']",0.0,0.263,0.737,0
aladiesmasseur,let stroke hard cock,1,"['let', 'stroke', 'hard', 'cock']",0.6,0.4,0.0,1
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,maybe even make cum,1,"['maybe', 'even', 'make', 'cum']",0.0,1.0,0.0,0
baby_breana,dont even know lol,0,"['dont', 'even', 'know', 'lol']",0.437,0.563,0.0,1
aladiesmasseur,teach,1,['teach'],0.0,1.0,0.0,0
baby_breana,dont think thats dumb,0,"['dont', 'think', 'thats', 'dumb']",0.0,0.526,0.474,0
aladiesmasseur,,1,[],0.0,0.0,0.0,0
baby_breana,ok,0,['ok'],0.0,0.0,1.0,0
aladiesmasseur,lay back dack face leg,1,"['lay', 'back', 'dack', 'face', 'leg']",0.0,1.0,0.0,0
baby_breana,omg wuld emberressing,0,"['omg', 'wuld', 'emberressing']",0.0,1.0,0.0,0
baby_breana,stupid yahoo,0,"['stupid', 'yahoo']",0.773,0.227,0.0,1
aladiesmasseur,yeah,1,['yeah'],0.0,0.0,1.0,0
aladiesmasseur,alone would fun,1,"['alone', 'would', 'fun']",0.317,0.159,0.524,1
baby_breana,hot tub,0,"['hot', 'tub']",0.0,1.0,0.0,0
aladiesmasseur,yeah anywhere,1,"['yeah', 'anywhere']",0.0,0.312,0.688,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,love teach anything want know,1,"['love', 'teach', 'anything', 'want', 'know']",0.0,0.353,0.647,0
baby_breana,hafta go bed pretty soon still testing tomorrow get early yay,0,"['hafta', 'go', 'bed', 'pretty', 'soon', 'still', 'testing', 'tomorrow', 'get', 'early', 'yay']",0.0,0.577,0.423,0
aladiesmasseur,go luck test,1,"['go', 'luck', 'test']",0.0,0.4,0.6,0
baby_breana,week boring,0,"['week', 'boring']",0.697,0.303,0.0,1
aladiesmasseur,gon na tell friend talk ok,1,"['gon', 'na', 'tell', 'friend', 'talk', 'ok']",0.0,0.426,0.574,0
baby_breana,huh,0,['huh'],0.0,1.0,0.0,0
baby_breana,confusing lol,0,"['confusing', 'lol']",0.404,0.0,0.596,1
aladiesmasseur,gon na tell friend talk,1,"['gon', 'na', 'tell', 'friend', 'talk']",0.0,0.556,0.444,0
baby_breana,dunno,0,['dunno'],0.0,1.0,0.0,0
aladiesmasseur,girl would love,1,"['girl', 'would', 'love']",0.0,0.323,0.677,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
baby_breana,want tell,0,"['want', 'tell']",0.0,0.435,0.565,0
aladiesmasseur,yeah would ask alot question,1,"['yeah', 'would', 'ask', 'alot', 'question']",0.0,0.645,0.355,0
baby_breana,lol,0,['lol'],0.0,0.0,1.0,0
aladiesmasseur,would clean fun,1,"['would', 'clean', 'fun']",0.0,0.143,0.857,0
baby_breana,tell sent porno pic,0,"['tell', 'sent', 'porno', 'pic']",0.0,1.0,0.0,0
aladiesmasseur,yes even give yahoo name want,1,"['yes', 'even', 'give', 'yahoo', 'name', 'want']",0.0,0.5,0.5,0
baby_breana,relly,0,['relly'],0.0,1.0,0.0,0
aladiesmasseur,yeah sent photo next time,1,"['yeah', 'sent', 'photo', 'next', 'time']",0.0,0.645,0.355,0
baby_breana,chat lot ppl,0,"['chat', 'lot', 'ppl']",0.0,1.0,0.0,0
baby_breana,kinda pic,0,"['kinda', 'pic']",0.0,1.0,0.0,0
aladiesmasseur,say hello alot people nt answer ya,1,"['say', 'hello', 'alot', 'people', 'nt', 'answer', 'ya']",0.0,1.0,0.0,0
aladiesmasseur,wait see,1,"['wait', 'see']",0.0,1.0,0.0,0
baby_breana,lol ok,0,"['lol', 'ok']",0.0,0.0,1.0,0
baby_breana,email,0,['email'],0.0,1.0,0.0,0
aladiesmasseur,,1,[],0.0,0.0,0.0,0
baby_breana,ok,0,['ok'],0.0,0.0,1.0,0
aladiesmasseur,better get bed,1,"['better', 'get', 'bed']",0.0,0.408,0.592,0
baby_breana,lot pic,0,"['lot', 'pic']",0.0,1.0,0.0,0
baby_breana,yah know mom get shes gon na yell lol,0,"['yah', 'know', 'mom', 'get', 'shes', 'gon', 'na', 'yell', 'lol']",0.0,0.741,0.259,0
aladiesmasseur,yeah alot girl boy girl sent,1,"['yeah', 'alot', 'girl', 'boy', 'girl', 'sent']",0.0,0.694,0.306,0
aladiesmasseur,ok good night love,1,"['ok', 'good', 'night', 'love']",0.0,0.097,0.903,0
